comentario;sentimento
side honeycomb doesnt get all wet;0
after 1 week speed is reduced i dint expected this from cromptonlocal air coolers performing beter then it coolingspeed;0
ok;0
product good but wire is tooooo small;0
ok;0
average good;0
type of ok ok;0
flaps are problem they turn down on their own like in a minute or two everything else is good;0
not bad okay;0
builtin quality is good sound is high;0
apart from the drainage point which is not given anywhere makes it very difficult to clean rest is fine;0
big and sound;0
overall product is ok for following reasons l rated it 3 starit will working good in dry weatherproduct is ok but not suitable for humid weathermake quality of body is not good as expectedit is labeled as crampton but make quality disappointing me;0
the horizontal vent doesnt have enough support rest all good;0
product is okay cleaning its honeycomb is very difficult;0
honey comb pad not proper wet cooling is good;0
average product cleanliness is a big trouble air through is not upto the mark louvers are not properly set they slide downward automatically;0
the product is okay it is working fine but if there is too much of humdity then these coolers will not work;0
cooling and all is good but the louvers point downwords i had to manually adjust the louvers every 1 minute and then i did some jugad and now they are sort of stable but still louvers should be adjustable;0
just okay;0
ok;0
its ok cooler if put ice it cools good but it needs proper ventilation and think fan dont move that fast it can be better but it dont make noise plastic is not too bad not too good its ok cooling is decent but not worth money if its price is 7000 8000 than it is ok but it is not worth its price;0
delivery was on time and the delivery men were quite responsible and helping guysbut as far as functioning is concerned its just ok kind of product;0
what could have been an excellent buyturned out to be an average review1 cooling is ok 2 technical specs and sturdinessonly time will tellbut i am not worried since i bought extended warranty 3 the direction louvers do not hold up and always point to the feetthe best cool airdoesnt reach you4 ice box is a jokeat best a gimmick5 the fan speed is too fasta simple continuous speed reducerlike a fan pregulator instead of a 3 speed knob would have made the prod;0
cooling not at high level low cooling but other wise over all good;0
its okay product too noisy and its producing high humidityneed ventilation if we keep at window then it works otherwise room will be occupied by humidity;0
design is perfect but have quality issue 1 honeycomb not completely dip in water due to cheap machenizem2 front airblade is very light and blowing with air cant set air throw perfectly only after 2 feet air lost from target3 after use water cleaning is a challenge cant clean properly4 price is double from actual cost;0
okay;0
water vents dont work properly;0
not so bad;0
average cooler;0
avg cooling and air flow also very less more time taken to cool the room;0
average;0
dust catchy;0
cooling is good foul smell for one day water tank is huge up and down swing is manual which is tedious only drawback i found its noisy but okk as it is desert cooler;0
