comentario;sentimento
very good product;1
within 3 hours start leaking;-1
more quality needed;0
bad quality bad stips are the slipper waste of money;-1
i have given 4 rating on this because it is very good and there is everything inside it dor fitting it and measurement is also accurate but the holes given for the screw are curved;1
very bad plz dont purchase it its not leakproof its leak out plzzz dont buy;-1
best product at this price range but the weight is slightly light according to me otherwise great product ?�?�;0
ad;0
good but cell is not in a car;0
this bat is so heavy;0
goos;1
no bad;0
below than expectation;0
small in size;0
leakage within 4daysnot repairable;-1
nice;1
this cycle is like a toy its not sturdy and not worth to buy cycle parts are not strong enough not suitable for long life breaks are not working after too muuch of services still breaks are not at all working apart from look nothing is impressive in this cyclewasted ;-1
very bad if you compare with others;-1
this perfume has amazing and long lasting fragrance it comes with a classy packaging perfect for gifting the best part is that it can be used by both males and females a must try;1
best speakers in this price range the sound quality;1
the written texts were not getting erased also response of the pen to screen was not at all good;-1
wastage material ;-1
the proudct is very nice but brakes very bad;0
very low quality diapers;-1
this time the diapers are not good you have to check your quality because its leaking from inside when baby do the pee;-1
small size;-1
leakage dont buy;-1
nice;1
good;1
just used 2 times but rice has stick easily;1
cheap quality;0
too much noise but working fine;0
simply good;1
all the yeasts are deadmy money got wasted for this;-1
product is very chip;0
dont buy this cycle front tyre touches leg on turn and sticker quality is too bad for long ride it is tiresome seat is soft but not comfortableonly the things that i liked its looking;0
good product but small size;0
it is a very good watch;1
sound quality is not clear bad product dont buy;1
nice;1
not good side wise its leeking potty;-1
quality ok;0
quality is not bad but price very high;0
nice ;1
nice product ;1
leaks in 34 hours disgusting product;-1
elastic is become loos early;-1
its ok bucket is not there and mop is not aluminium its plastic;0
bad;-1
very good product;1
product manual says there are 3 filters but actually it has 2 only after reading the manual many customers will return the product as one primary filter is missing flipkart please contact kent to change the manual;0
value for money;1
diper larger is very small not good;-1
ok;0
product was good body build was sturdy but the lid and rice plate were not good after cooking the rice was going under the plate and sticking to pan after cooking the rice was average compared to pressure cookeroverall ratings can be 3 out of 5 satisfied with the product;0
samsung product osm always;1
poor quality;-1
not bad just avarage;0
product is very good but the size and capacity of the product is not satisfactory what i expected delivery from flipkart side is good;0
totally loss very bad product dont buy any person;-1
ok;0
not good babys bum gets rashes even though i bought a size larger than the usual size i use this product definitely not for everyday use;-1
really this is an amazing perfume i love the smell;1
very good packaging and the product is superb would have been better if it was shipped a bit earlier but still thank you flipkart;1
in first use bottle cracked;0
good quality and timely delivered;1
waste of money;-1
1 water is of excellent quality and taste tds about 50 ppm 2 lookwise very good3 its filters change per year two times4 excellent service from livpure and flipkart5 no space for ants to enter in water tank6 full tank and filling tank indicator7 the speed of water coming from its tap is fast 8 no electricity is required to draw water9 it needs 55 min to fill full tank10 cheap and best water purifier go for it;1
worst product side licage;-1
bass not perfect only sound is loud;0
just ok;0
not enough qualitynon washablebad package;0
waste product dont purchase it pls spend some 200400 more and go for himalayas or mamypoko;-1
goodbut it is not cool and hot water bottlesjust steel;0
ok ok not so use full;0
i thought its formal pant;0
lg products is fantastic awesome;1
its too skity;0
its pached at1day;-1
everything was good but the sound bit lower;-1
not very comfortable;-1
quallity is very poorvery small in sizewaste of money;0
wrost quality ever;-1
size will not fit as usual size should buy the double the original size i mean if ur 7 then u should buy 9 or 10;-1
its ok;0
very good ;0
super;1
excellent;1
average;0
good podcast quality nice;1
bad service;-1
bad product;-1
waste of moneyonly one hour capacity;-1
quality is very low feel ashamed to wear the sandals ;-1
waste of money;-1
pathetic disappointing the ball patched after 2 weeks it has not much quality as expected;-1
so hard not comfortable;-1
its awesome i just loved it;1
not mouch happy;0
small in size not ifor big room;0
quality is not upto the mark which leads to leakage;-1
bast bat mrf;1
connectivity issue;0
good job keep it up guys im love it;1
quality not good;-1
nice product but its stain doesnt vanish if we wash also but it happens in copper products overall nice product?�;0
does the work of automatic machine under 15000if you have more budget than 15000 choose another better model;0
